src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;confidence;correctclass;tag;description
518240658+-0669.tif;1;0;754;1000;636;50;50;54;636;50;686;50;686;104;636;104;^;S;1.0;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;205;75;56;16;205;75;261;75;261;91;205;91;The;AAA;0.41;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;273;75;136;16;273;75;409;75;409;91;273;91;Flanigan;AAAAAAAA;0.63;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;423;75;57;16;423;75;480;75;480;91;423;91;Law;AAA;0.43;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;495;75;66;15;495;75;561;75;561;90;495;90;Firm;AAAA;0.38;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;615;82;14;16;615;82;629;82;629;98;615;98;,i-;SAS;0.48;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;416;197;25;11;416;197;441;197;441;208;416;208;1996;NNNN;0.71;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;330;198;57;11;330;198;387;198;387;209;330;209;November;AAAAAAAA;0.77;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;394;198;15;11;394;198;409;198;409;209;394;209;13.;NNS;0.41;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;390;222;244;22;390;222;634;222;634;244;390;244;!04-SC/f-.90/1,-;SNNSAASASSNNSNSS;0.46;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;205;247;46;11;205;247;251;247;251;258;205;258;Tobacco;AAAAAAA;0.63;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;257;247;51;14;257;247;308;247;308;261;257;261;Company;AAAAAAA;0.72;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;122;248;21;10;122;248;143;248;143;258;122;258;R.J.;ASAS;0.76;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;150;248;50;13;150;248;200;248;200;261;150;261;Reynolds;AAAAAAAA;0.57;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;122;264;24;10;122;264;146;264;146;274;122;274;P.0.;ASNS;0.56;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;153;264;21;10;153;264;174;264;174;274;153;274;Box;AAA;0.44;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;179;264;27;10;179;264;206;264;206;274;179;274;2959;NNNN;0.86;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;122;280;87;12;122;280;209;280;209;292;122;292;Winsion-Salem,;AAAAAAASAAAAAS;0.59;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;215;280;18;11;215;280;233;280;233;291;215;291;NC;AA;0.49;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;243;280;33;11;243;280;276;280;276;291;243;291;27102;NNNNN;0.64;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;390;310;6;11;390;310;396;310;396;321;390;321;L;A;0.14;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;122;313;53;11;122;313;175;313;175;324;122;324;Attention:;AAAAAAAAAS;0.5;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;212;313;15;11;212;313;227;313;227;324;212;324;M.;AS;0.65;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;233;313;31;11;233;313;264;313;264;324;233;324;Hurst;AAAAA;0.78;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;269;313;47;10;269;313;316;313;316;323;269;323;Marshall;AAAAAAAA;0.68;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;212;329;26;11;212;329;238;329;238;340;212;340;State;AAAAA;0.73;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;243;329;67;11;243;329;310;329;310;340;243;340;Government;AAAAAAAAAA;0.59;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;316;329;50;10;316;329;366;329;366;339;316;339;Relations;AAAAAAAAA;0.6;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;332;394;35;14;332;394;367;394;367;408;332;408;during;AAAAAA;0.7;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;394;394;33;11;394;394;427;394;427;405;394;405;month;AAAAA;0.38;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;432;394;12;11;432;394;444;394;444;405;432;405;of;AA;0.77;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;448;394;44;11;448;394;492;394;492;405;448;405;October;AAAAAAA;0.62;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;498;394;29;10;498;394;527;394;527;404;498;404;1996:;NNNNS;0.55;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;162;395;77;11;162;395;239;395;239;406;162;406;Miscellaneous;AAAAAAAAAAAAA;0.59;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;277;395;49;10;277;395;326;395;326;405;277;405;advanced;AAAAAAAA;0.53;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;372;395;16;10;372;395;388;395;388;405;372;405;the;AAA;0.49;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;245;397;26;8;245;397;271;397;271;405;245;405;costs;AAAAA;0.59;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;203;427;22;13;203;427;225;427;225;440;203;440;(See;SAAA;0.57;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;328;427;60;13;328;427;388;427;388;440;328;440;summary.);AAAAAAASS;0.79;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;231;428;44;10;231;428;275;428;275;438;231;438;attached;AAAAAAAA;0.89;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;280;430;43;11;280;430;323;430;323;441;280;441;expense;AAAAAAA;0.49;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;642;459;6;11;642;459;648;459;648;470;642;470;S;A;0.94;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;658;459;38;11;658;459;696;459;696;470;658;470;735.38;NNNSNN;0.5;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;647;508;46;13;647;508;693;508;693;521;647;521;<223-42;SNNNSNN;0.47;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;318;509;25;11;318;509;343;509;343;520;318;520;1996;NNNN;0.99;undefined;OTHER;OTHER
518240658+-0669.tif;1;0;754;1000;162;510;36;13;162;510;198;510;198;523;162;523;Billing;AAAAAAA;0.66;undefined;OTHER;OTHER
