src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;confidence;correctclass;tag;description
11225665.tif;1;0;752;1000;619;62;40;11;619;62;659;62;659;73;619;73;C-191R;ASNNNA;0.29;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;144;81;89;12;144;81;233;81;233;93;144;93;CONSULTANTS,;AAAAAAAAAAAS;0.52;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;241;81;18;9;241;81;259;81;259;90;241;90;Inc.;AAAS;0.49;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;47;83;89;10;47;83;136;83;136;93;47;93;BIO-RESEARCH;AAASAAAAAAAA;0.69;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;378;245;13;10;378;245;391;245;391;255;378;255;U.;AS;0.42;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;399;245;13;10;399;245;412;245;412;255;399;255;3.;NS;0.47;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;419;245;13;9;419;245;432;245;432;254;419;254;A.;AS;0.77;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;250;246;47;11;250;246;297;246;297;257;250;257;T0BA030;ANAANNN;0.38;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;303;246;55;9;303;246;358;246;358;255;303;255;RESEARCH;AAAAAAAA;0.27;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;168;247;49;10;168;247;217;247;217;257;168;257;COUNCIL;AAAAAAA;0.37;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;222;247;20;10;222;247;242;247;242;257;222;257;FCR;AAA;0.33;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;141;248;20;10;141;248;161;248;161;258;141;258;TH8;AAN;0.24;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;106;249;19;9;106;249;125;249;125;258;106;258;Tot;AAA;0.28;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;366;250;6;3;366;250;372;250;372;253;366;253;-;S;0.59;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;202;260;28;12;202;260;230;260;230;272;202;272;59th;NNAA;0.83;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;237;260;39;11;237;260;276;260;276;271;237;271;Street;AAAAAA;0.44;undefined;OTHER;OTHER
11225665.tif;1;0;752;1000;141;261;20;11;141;261;161;261;161;272;141;272;110;NNN;0.63;undefined;OTHER;OTHER
