src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;confidence;correctclass;tag;description
0060060439.tif;1;0;762;1000;667;61;2;8;667;61;669;61;669;69;667;69;1;N;1.0;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;516;62;64;9;516;62;580;62;580;71;516;71;":\T'?i;OYALS";SSASSASAAAAA;0.27;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;635;64;23;5;635;64;658;64;658;69;635;69;oaTi,;AAAAS;0.28;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;164;94;88;14;164;94;252;94;252;108;164;108;SCARLETT;AAAAAAAA;0.58;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;102;95;56;13;102;95;158;95;158;108;102;108;DAVID;AAAAA;0.89;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;471;103;39;7;471;103;510;103;510;110;471;110;?\SV.V££;SSAASASS;0.24;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;102;112;109;13;102;112;211;112;211;125;102;125;ASSOCIATES;AAAAAAAAAA;0.84;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;221;112;30;13;221;112;251;112;251;125;221;125;INC;AAA;0.79;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;547;116;2;15;547;116;549;116;549;131;547;131;!;S;0.2;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;564;116;63;16;564;116;627;116;627;132;564;132;<nr3S;SAANA;0.17;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;527;122;6;7;527;122;533;122;533;129;527;129;*;S;0.29;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;472;123;31;7;472;123;503;123;503;130;472;130;C’-’S-'S-T;ASSSASSASA;0.43;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;502;123;3;3;502;123;505;123;505;126;502;126;7;N;0.25;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;508;123;7;5;508;123;515;123;515;128;508;128;11;NN;0.14;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;520;123;5;6;520;123;525;123;525;129;520;129;3;N;0.24;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;467;124;1;7;467;124;468;124;468;131;467;131;j;A;0.56;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;516;126;3;3;516;126;519;126;519;129;516;129;•;S;0.23;undefined;OTHER;OTHER
0060060439.tif;1;0;762;1000;516;135;47;9;516;135;563;135;563;144;516;144;iXSV-Cs;AAAASAA;0.2;undefined;OTHER;OTHER
