src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;confidence;correctclass;tag;description
2073883150.tif;1;0;754;1000;369;112;61;19;369;112;430;112;430;131;369;131;Liipfert;AAAAAAAA;0.44;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;301;114;64;18;301;114;365;114;365;132;301;132;Verner-;AAAAAAS;0.59;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;442;129;46;17;442;129;488;129;488;146;442;146;Hand;AAAA;0.55;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;336;131;94;18;336;131;430;131;430;149;336;149;Mcpherson;AAAAAAAAA;0.56;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;432;133;7;13;432;133;439;133;439;146;432;146;i;A;0.12;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;247;134;83;18;247;134;330;134;330;152;247;152;Bernhard;AAAAAAAA;0.6;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;331;141;2;3;331;141;333;141;333;144;331;144;•;S;1.0;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;375;152;22;5;375;152;397;152;397;157;375;157;l.m;ASA;0.19;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;338;153;34;7;338;153;372;153;372;160;338;160;HTLUJ;AAAAA;0.25;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;362;176;64;12;362;176;426;176;426;188;362;188;Smrr.N.W.;AAAASASAS;0.57;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;312;179;48;10;312;179;360;179;360;189;312;189;901-15th;NNNSNNAA;0.41;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;386;190;56;11;386;190;442;190;442;201;386;201;20005-2301;NNNNNSNNNN;0.61;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;361;191;21;11;361;191;382;191;382;202;361;202;D.C.;ASAS;0.71;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;298;193;59;11;298;193;357;193;357;204;298;204;Washington,;AAAAAAAAAAS;0.46;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;243;221;59;15;243;221;302;221;302;236;243;236;Esquire;AAAAAAA;0.74;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;182;223;49;14;182;223;231;223;231;237;182;237;Bring,;AAAAAS;0.8;undefined;OTHER;OTHER
2073883150.tif;1;0;754;1000;156;226;15;10;156;226;171;226;171;236;156;236;H.;AS;0.78;undefined;OTHER;OTHER
