src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;confidence;correctclass;tag;description
2505123539_3542.tif;1;0;754;1000;70;72;75;8;70;72;145;72;145;80;70;80;23-N0V-1905;NNSANASNNNN;0.36;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;160;72;32;8;160;72;192;72;192;80;160;80;11=18;NNSNN;0.47;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;255;72;12;7;255;72;267;72;267;79;255;79;HP;AA;0.36;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;275;72;53;8;275;72;328;72;328;80;275;80;RNALYTIK;AAAAAAAA;0.34;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;335;72;53;8;335;72;388;72;388;80;335;80;UERTR1EB;AAAAANAA;0.49;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;628;74;27;7;628;74;655;74;655;81;628;81;S.0?;ASNS;0.44;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;98;89;99;9;98;89;197;89;197;98;98;98;Hewlett-Packard;AAAAAAASAAAAAAA;0.61;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;203;89;37;9;203;89;240;89;240;98;203;98;GmbH;AAAA;0.66;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;98;102;67;10;98;102;165;102;165;112;98;112;Analytische;AAAAAAAAAAA;0.47;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;170;102;67;9;170;102;237;102;237;111;170;111;MeOtechnik;AAAAAAAAAA;0.34;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;513;102;32;19;513;102;545;102;545;121;513;121;m;A;0.0;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;550;102;70;8;550;102;620;102;620;110;550;110;HEWLETT-;AAAAAAAS;0.47;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;550;113;66;8;550;113;616;113;616;121;550;121;PACKARD;AAAAAAA;0.37;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;465;139;66;12;465;139;531;139;531;151;465;151;ANGEBOT;AAAAAAA;0.81;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;600;181;28;9;600;181;628;181;628;190;600;190;Seite;AAAAA;0.39;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;639;181;6;9;639;181;645;181;645;190;639;190;2;N;0.26;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;356;243;3;2;356;243;359;243;359;245;356;245;S;A;0.19;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;693;243;3;1;693;243;696;243;696;244;693;244;~;S;0.99;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;392;244;4;1;392;244;396;244;396;245;392;245;-;S;0.96;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;700;244;3;1;700;244;703;244;703;245;700;245;-;S;0.25;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;177;270;56;10;177;270;233;270;233;280;177;280;beinhaltet;AAAAAAAAAA;0.42;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;99;271;20;9;99;271;119;271;119;280;99;280;Das;AAA;0.58;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;124;271;48;11;124;271;172;271;172;282;124;282;Angebot;AAAAAAA;0.54;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;239;271;16;8;239;271;255;271;255;279;239;279;ein;AAA;0.8;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;261;271;53;9;261;271;314;271;314;280;261;280;HP1050A;AANNNNA;0.47;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;319;271;196;12;319;271;515;271;515;283;319;283;FlQssigkeilschromatographiesystem;AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;0.39;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;521;273;19;9;521;273;540;273;540;282;521;282;mit;AAA;0.42;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;545;275;27;8;545;275;572;275;572;283;545;283;qua-;AAAS;0.6;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;196;283;84;9;196;283;280;283;280;292;196;292;automatischera;AAAAAAAAAAAAAA;0.38;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;99;284;44;8;99;284;143;284;143;292;99;292;terndrer;AAAAAAAA;0.4;undefined;OTHER;OTHER
2505123539_3542.tif;1;0;754;1000;148;284;42;10;148;284;190;284;190;294;148;294;Pumpe,;AAAAAS;0.65;undefined;OTHER;OTHER
